seq_header	DECI_Kingdom	DECI_Phylum	DECI_Class	DECI_Order	DECI_Family	DECI_Genus	DECI_Species	RDP_Kingdom	RDP_Phylum	RDP_Class	RDP_Order	RDP_Family	RDP_Genus	RDP_Species	Control.pool.R1.fastq	MOB.021.Rec.R1.fastq	MOB.021.Vag.R1.fastq	MOB.022.Rec.R1.fastq	MOB.022.Vag.R1.fastq	MOB.029.Rec.R1.fastq	MOB.029.Vag.R1.fastq	MOB.037.Rec.R1.fastq	MOB.037.Vag.R1.fastq	MOB.055.Rec.R1.fastq	MOB.055.Vag.R1.fastq	MOB.103.Rec.R1.fastq	MOB.103.Vag.R1.fastq	MOB.175.Rec.R1.fastq	MOB.175.Vag.R1.fastq	MOB.195.Rec.R1.fastq	MOB.195.Vag.R1.fastq	MOB.280.Rec.R1.fastq	MOB.280.Vag.R1.fastq	MOB.281.Rec.R1.fastq	MOB.281.Vag.R1.fastq	PCR.NTC.R1.fastq	Zymo.R1.fastq
236	3d2f5ffd1814b0f9e33a64553fee7709	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E_siraeum(RS_GCF_001404415.1)	0	3	0	0	10	0	0	0	39	0	0	0	61	0	0	0	18	0	0	0	0	0	0
237	3d3e128f518b17ab6d741064e052710a	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum	NA	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum	Succiniclasticum_ruminis_A(RS_GCF_900112895.1)	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	41	0	0
238	3ebc792b62291903550d148c2b52f98b	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	Anaerococcus_octavius(RS_GCF_002847745.1)	13	0	0	0	271	0	0	0	0	14	456	0	0	46	309	936	57	0	0	155	9	0	0
239	3edb800549b5b440e70017411fb56e85	NA	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	0	8	0	0	12	0	0	0	39	0	0	0	2	0	0	0	20	0	0	0	0	0	0
240	3f465c3a755354d73dc41deb9fcd8b7d	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas_sp8(RS_GCF_000318405.1)	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
241	3f8960a196cff9a99bd8b64e023ce764	Bacteria	Firmicutes_A	Clostridia	Saccharofermentanales	DTU023	SFGY01	NA	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	239	40	0	0	0	0	0	0	350	0	0
242	40bee630acbfb69d29f77ba8090c6910	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243	410ab674a0521a23216a5e743e534c3f	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira_rogosae(RS_GCF_001405835.1)	0	21	9	0	53	0	0	0	1258	0	21	0	24	7	0	0	48	0	0	12	0	0	0
244	4131300e208e300332d7a49fef88b27c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_A	Bacteroides_A_coprophilus(RS_GCF_001315785.1)	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	125	0	0	0	0	0	0
245	41bb28631fc1b5a19a210983f8a2a45b	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	Anaerococcus_hydrogenalis(RS_GCF_000173355.1)	0	229	0	0	981	0	0	0	0	28	3	0	11	0	24	4	0	0	2	5	0	0	10
246	423315e646ab8c7fb8ddb17c4d25c1c8	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	NA	8	85	73	0	0	0	0	0	14999	6	62	0	203	70	21	0	1543	0	9	55	20	0	0
247	424cb6d13df40edfc968d21ce5d28eed	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	4	0	0
248	428b4d5724b0dbeca1bf0ad687492fc4	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-65	CAG-65_sp3(GB_GCA_900066565.1)	5	78	3	0	83	0	0	0	642	0	0	0	19	12	0	0	435	0	3	9	0	0	1
249	437b6b3f931644eb8791a7ecddee2837	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Morganella	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Morganella	Morganella_morganii(RS_GCF_000286435.2)	0	0	0	0	0	0	0	0	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250	43897715a3cd04347fb660f2da789a6b	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum_sp1(GB_GCA_900066795.1)	0	18	54	0	58	0	0	0	1154	0	15	0	40	0	0	0	36	0	0	0	0	0	0
251	438bc751c9b2f108971f4afc20efb578	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_A	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_A	(RS_GCF_900099555.1)	0	0	0	0	581	0	0	0	0	0	0	0	45	117	0	0	0	0	0	0	1192	0	0
252	43d0d74ad5db480f9f5f2dee3713121c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum_intestinale(RS_GCF_002201515.1)	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
253	43f8a91ef0012a786a670cbc75c60e31	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	(GB_GCA_900066165.1)	2	393	76	0	128	0	0	0	4125	0	11	0	65	93	15	0	274	0	13	8	0	0	0
254	440c15b6b767868f39b768638b0dead2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	(RS_GCF_000479005.1)	0	0	0	0	516	0	0	0	0	0	0	410	33	3	4	0	0	0	0	9	0	0	85
255	44351ccdf6bbe1a901ab683165a55ff3	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	NA	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0
256	44476b74ad22481fed7455ba446bdee4	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA	0	12	39	0	0	0	5	0	25	33	11	0	0	0	179	14	5	4	0	26	0	0	0
257	44f95e8a4e7c8ff9340fe3c11cde44e3	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Bariatricus	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	(RS_GCF_900086625.1)	0	0	0	0	23	0	0	0	0	0	0	0	14	0	0	0	8	0	0	0	0	0	0
258	4505dd9578f728cab0193cdffa5137f2	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	KA00134	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_B	(RS_GCF_000478985.1)	0	0	12	0	119	0	0	0	0	0	0	0	207	60	0	0	109	0	0	0	325	0	5
259	451848b621448eb104ec5bb1bf1f9361	NA	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	Mogibacterium_timidum(RS_GCF_000525775.1)	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	457f2542f94ddf57c42e9627746f4f2b	Bacteria	Firmicutes_C	Negativicutes	NA	NA	NA	NA	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	NA	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261	459bbaf5c5e2d930129a99e21c9a3657	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Intestinibacillus	Intestinibacillus_massiliensis(RS_GCF_900155735.1)	0	12	0	0	9	0	0	0	0	0	0	0	23	9	0	0	0	0	0	0	0	0	0
262	45e56d140c4aec476c1cc7b70924699c	NA	NA	NA	NA	NA	NA	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA	0	248	44	0	55	0	0	0	0	0	0	0	45	0	0	0	60	0	2	0	0	0	0
263	45ee5e699975bfdb4f85992922d10ea9	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	NA	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	UBA419	NA	0	0	24	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
264	460634b50cf51bb620b3639daa79020f	Bacteria	Firmicutes	Bacilli	Haloplasmatales	Turicibacteraceae	Turicibacter	NA	Bacteria	Firmicutes	Bacilli	Haloplasmatales	Turicibacteraceae	Turicibacter	Turicibacter_sanguinis(RS_GCF_001404715.1)	0	18	0	0	23	0	0	0	1353	0	73	0	1	0	0	0	76	0	0	6	0	0	0
265	46351a8d477f71ca415b9f9f72bdc921	NA	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	(GB_GCA_001513255.1)	0	0	0	0	0	0	0	0	0	0	0	0	17	17	0	0	0	0	0	0	455	0	0
266	468d274866102072b071a81476ddd8cd	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	Faecalibaculum_rodentium(RS_GCF_001945535.1)	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
267	46d33b13fc022735bf911f6c7122bfb6	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_A	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_A	(RS_GCF_001815405.1)	0	0	0	0	855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
268	46fba979a074323dbace1c51db263408	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	0	3	0	0	25	0	0	0	67	0	0	0	2	1	0	0	43	0	0	0	0	0	0
269	470898a23922c52697fa32e0ce161d3c	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	NA	NA	5	0	344	8517	27	0	3620	1	527	0	0	0	56	12	32	0	4	26	334	7	0	0	0
270	4771276247b4e9eca103d0c2d4da7f9f	NA	NA	NA	NA	NA	NA	NA	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
271	479772d162fd533152431405cd335e62	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272	479947501f2f0367c867c4aa6b58ecac	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	PeH17	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	(RS_GCF_002265625.1)	0	0	0	0	98	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
273	47eb86c77d69b80a70dd7b3b8766e65a	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria	NA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria	NA	0	0	0	13391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	47ebcc6058ef186e6b6378f6226f6da3	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	Anaerococcus_octavius(RS_GCF_002847745.1)	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	48196b18b417c09c739fb7a4d2ac6968	NA	NA	NA	NA	NA	NA	NA	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	(GB_GCA_001917125.1)	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	8	0	0	0	0	0	0
276	4821fbcb2b5daf8946c61e7ffddf1926	Bacteria	Firmicutes	Bacilli	RFN20	CAG-288	CAG-345	NA	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	485e1546c4867925b72d2588112ab010	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Gordonibacter	NA	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Gordonibacter	Gordonibacter_urolithinfaciens(RS_GCF_002159895.1)	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	48628b3ee3a3b86a6c6f6cc5dd34df73	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	(RS_GCF_002632415.1)	0	0	16	0	0	0	0	0	1955	0	0	0	0	17	0	0	24	0	0	0	0	0	0
279	4870b1341a17d3a81dfb2568662557b0	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	NA	NA	0	336	0	0	134	0	0	0	0	0	13	0	0	0	0	0	124	0	0	0	0	0	0
280	4957e4b072693eab7648fa30c6a56d06	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA2883	NA	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA2883	UBA2883_sp1(GB_GCA_002481545.1)	0	39	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0
281	4993527a7ac7051d02e708a2e9c3e3ae	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066575	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	0	0	0	0
282	4a10bc72a842f46b96b7589685bb59c5	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	(RS_GCF_001811125.1)	0	50	0	0	259	0	0	0	3	23	0	6	1215	0	2583	56	0	0	9	0	0	0	0
283	4a51c01bf77da53b02c5fa8d365d0db3	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA	0	0	0	0	0	0	1238	0	0	0	0	0	0	42	0	46	12	0	45	0	62	0	0
284	4a9ac34e19f11fd430957950f6051c7a	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Finegoldia	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Finegoldia	NA	278	10638	646	0	7156	488	24	1444	15	532	4797	58	18795	847	20201	13876	4351	3	680	1444	1024	0	105
285	4acc4e161d43cb7bbfd595b4f0c4cb5e	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	NA	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	NA	0	0	0	0	0	0	0	0	0	0	43	0	0	0	140	0	20	0	0	0	0	0	0
286	4af83f6000a48a0e987657ee373bfa9d	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	NA	0	0	9	0	25	0	0	0	100	0	0	0	15	0	0	0	26	0	0	5	0	0	0
287	4b00b6d624e5a4804340b0ead92d97b2	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	NA	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA	151	0	0	0	449	0	0	0	0	24	470	6	17	65	1359	12343	282	0	0	2306	61	0	9
288	4b3b6f8c2266264600afaacbce403a8d	NA	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	0	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	10	0	0
289	4b6c46b2bdda8e1d1f7e695996d663fe	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	(RS_GCF_000285855.1)	0	8	14	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	7	0	0	0
290	4ba2dbc88f92aec0a17bfe36e792f080	NA	NA	NA	NA	NA	NA	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
291	4c1880a76599271e15ab7de1456cd3ad	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Stomatobaculum	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	23	0	0	0	0	0	0	0	0	0	24	174	0	0	0	0	0	0	33	0	0
292	4c2736da491577ba2f7073aa759514b7	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella_copri_A(RS_GCF_002224675.1)	0	0	0	0	0	0	0	0	885	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293	4c42da4107dc3e7a04619fb05bac7278	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	(RS_GCF_001940165.1)	0	130	94	0	102	0	0	0	8539	8	132	0	59	51	30	0	701	0	4	8	0	0	0
294	4ca814f77f67cdfcab2a89d818b32f3b	NA	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0
295	4cc0ea51e6ff1e6af05327586dc4db09	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	Anaerococcus_octavius(RS_GCF_002847745.1)	0	17	0	0	71	0	0	0	0	0	13	0	5	381	262	4	28	0	0	56	56	0	0
296	4ce72b98445440413061a59634f1bf17	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	NA	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	W5053	(RS_GCF_000467935.1)	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	4	42	0	0	0	0	0	0
297	4cf5cb05c6664cc6e12523e3262a4b5b	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-24	CAG-24_sp1(GB_GCA_900066775.1)	0	13	22	0	10	0	0	0	547	0	0	0	8	8	0	0	110	0	0	0	0	0	0
298	4d2a2ab926aaa065acd8b5d346e6a1b7	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Stomatobaculum	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
299	4d3c83087fd33de3aa88fd24583a611e	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-302	CAG-302_sp2(GB_GCA_002375205.1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
300	4dd7700d761cef6b653fa87499d9c0a0	Bacteria	Firmicutes_A	Clostridia	Saccharofermentanales	DTU023	SFGY01	NA	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	187	0	0
301	4e16f7354a2d5c77fc073d4ab8f4d827	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_A	Bacteroides_A_plebeius(RS_GCF_000187895.1)	0	0	0	0	0	0	0	0	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	4e6cdb78aeb30692985d5fe67ba2d561	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Murdochiella	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Murdochiella	Murdochiella_massiliensis(RS_GCF_900059565.1)	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
303	4e8b0f8c908cc753a22bb63c90d698c6	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	NA	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	Mogibacterium_timidum(RS_GCF_000525775.1)	0	572	182	0	135	0	0	0	0	0	0	0	47	0	0	0	195	0	10	0	0	0	0
304	4f18e4936a5a03212bf57ace62903ae3	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	NA	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
305	4f6c19c112c766158ad55fd11b38b5ed	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Murdochiella	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Murdochiella	Murdochiella_massiliensis(RS_GCF_900059565.1)	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
306	4f72db8f054f87bf9ce0b7ec1f2f99d4	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	Anaerococcus_octavius(RS_GCF_002847745.1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
307	501f46cce81ecf8d3e6d69e509aa6099	NA	NA	NA	NA	NA	NA	NA	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308	5028360357876f43a8e8181ddd5dc871	NA	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	376	0	0
309	502943d0d06fff8e91aee9f61b30d54e	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Negativicoccaceae	Negativicoccus	NA	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	NA	NA	NA	4	22	6	0	260	0	0	0	0	0	305	0	203	19	421	150	24	0	14	52	9	0	2
310	518595d3106e71e72e3877979fd6231f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	SFTJ01	NA	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-302	CAG-302_sp2(GB_GCA_002375205.1)	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311	51a8507cf9a9ea923e811784599c4359	Bacteria	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	NA	0	0	0	0	125	0	0	0	0	0	0	0	2	0	0	0	107	0	0	0	0	0	0
312	51b8d9286986e6c976680ad62661630e	NA	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Murdochiella	Murdochiella_massiliensis(RS_GCF_900059565.1)	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0
313	51e05d7547a0cc78b37d07c98ccefe83	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	NA	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	(RS_GCF_001182725.1)	0	0	0	0	17	0	18	78	0	0	0	0	0	34	0	5	0	0	1	5	354	0	268
314	520bd68bae43f7761a9613d3ecb66e7a	NA	NA	NA	NA	NA	NA	NA	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	1	0	0	0	4	0	0	0	0	0	24	0	0	0	0	0	8	0	0	0	0	0	0
